id,step,t_start,t_end,source,notes,geom
1,\N,\N,\N,\N,\N,0106000020110F00000100000001030000000100000027000000130418F8EF6D5FC1E160018508F452412DA45059F56D5FC11BA412A319F45241B6F21CDCF46D5FC1C048BB8D28F4524141F78C65FE6D5FC15CBFB2DB52F4524141F78C65FE6D5FC1996E0B0778F4524180D1F6D1016E5FC114422A9896F45241C81A48A71F6E5FC11DFB6DFAA6F452416631BE70FC6D5FC163630A88DCF452419605E825F36D5FC19D31AE6B19F55241E87CEA97F56D5FC1EE7D9F9C3DF55241B6F21CDCF46D5FC1733513D14AF55241691273B8E46D5FC1D1FCB1F34FF55241B9D3D123DD6D5FC1FDC4152080F5524173F6C75BD36D5FC1F802AC90AFF552418FEC223F956D5FC143A21FE889F552414BC5BC7D956D5FC1AA976FA773F552418A9F26EA986D5FC1F3552EB765F5524141E167DAA66D5FC1B6A6D58B40F55241F541F482CC6D5FC19297B5C120F55241F0AA9B34DA6D5FC1BAB29B1407F552415CC2D607E26D5FC12A612F3601F55241CD260E30E66D5FC1D29C306F02F552411E9E10A2E86D5FC110C1F6D4FBF45241EB5D9FDFDD6D5FC1BD93505CEFF452412F8505A1DD6D5FC12C42E47DE9F45241AC833573DA6D5FC1F3B47666E2F452415CC2D607E26D5FC1D85E9AFED2F45241DE0D032FDB6D5FC11BD05CB9C8F4524135D201F6D96D5FC1C5366F33A8F45241AC833573DA6D5FC1355A708F76F452419F3399C2D76D5FC114B797D26AF452417AF967B7D96D5FC1E2A137513EF45241BE20CE78D96D5FC170875C2230F452413B1FFE4AD66D5FC1100A1AF920F452413B1FFE4AD66D5FC13B9147591BF452411DE86C9BDE6D5FC1C32970D510F452417BAF0BBEE36D5FC11AEE6E9C0FF45241D2730A85E26D5FC1A98937740BF45241130418F8EF6D5FC1E160018508F45241
